fuel_x0_interval_,fuel_k_interval_,fuel_pw_interval_,fuel_pg_interval_,moisture_x0_interval_,moisture_k_interval_,igntions_x0_interval_,igntions_k_interval_,suppression_x0_interval_,suppression_k_interval_,max_f_interval_,cM_interval_,cMT_interval_,cP_interval_,cD1_interval_,cD2_interval_,sigma_log_,fuel_x0,fuel_k,fuel_pw,fuel_pg,moisture_x0,moisture_k,igntions_x0,igntions_k,suppression_x0,suppression_k,max_f,cM,cMT,cP,cD1,cD2,sigma
0.10574343389833975,-4.822243870675571,-1.845611852317912,3.434184140216514,-0.41973693518166044,-3.819293727587103,0.776693989134738,-6.2290680883532294,-0.968507180625366,-9.50238203583402,6.7263995873067985,-0.7463337457322008,-1.5433456167412443,-13.19025911285191,-17.204694814313566,-12.412141746278161,-4.106124593365418,0.5792337586755316,7.984442172320978,3.591389851088371,0.96875596137122,0.18973910284741374,21.472124243953466,1.4797372471786145,1.9674097757670008,-17.446554174765232,0.07466816658490548,0.9988025939786416,3216.206835062263,1760.4944677218273,0.018687122857193234,0.0003373618461915937,0.04068867653006455,0.01647148469622081
0.10574343389833975,-4.825882179671889,-1.845611852317912,3.327351554382844,-0.42016764538566304,-3.829538351041394,0.776693989134738,-6.2290680883532294,-0.9689286114172624,-9.50238203583402,6.639404968380444,-0.7463337457322008,-1.5433456167412443,-13.19025911285191,-17.204694814313566,-12.395633049293881,-4.106124593365418,0.5792337586755316,7.955675778112192,3.591389851088371,0.9653553030121086,0.18942990428884843,21.257925668843747,1.4797372471786145,1.9674097757670008,-17.471768746290895,0.07466816658490548,0.9986939029227416,3216.206835062263,1760.4944677218273,0.018687122857193234,0.0003373618461915937,0.04136596598401391,0.01647148469622081
0.10574343389833975,-4.831687949836021,-1.845611852317912,3.3726593468568606,-0.42016764538566304,-3.829538351041394,0.776693989134738,-6.238584789105213,-0.9689286114172624,-9.50238203583402,6.639404968380444,-0.7463337457322008,-1.547892419337828,-13.19025911285191,-17.204694814313566,-12.401848185384729,-4.106124593365418,0.5792337586755316,7.909985069179316,3.591389851088371,0.9668390591917834,0.18942990428884843,21.257925668843747,1.4797372471786145,1.9488116505240665,-17.471768746290895,0.07466816658490548,0.9986939029227416,3216.206835062263,1753.9087676528297,0.018687122857193234,0.0003373618461915937,0.04110966921746222,0.01647148469622081
0.10574343389833975,-4.831687949836021,-1.845611852317912,2.9388465423488452,-0.42016764538566304,-3.829538351041394,0.776693989134738,-6.238584789105213,-0.9689286114172624,-9.503102389521409,6.639404968380444,-0.7419917047207408,-1.5552088691542454,-13.19025911285191,-17.204694814313566,-12.401848185384729,-4.106124593365418,0.5792337586755316,7.909985069179316,3.591389851088371,0.9497336897497809,0.18942990428884843,21.257925668843747,1.4797372471786145,1.9488116505240665,-17.471768746290895,0.07461440247600871,0.9986939029227416,3225.687664015747,1743.352184345112,0.018687122857193234,0.0003373618461915937,0.04110966921746222,0.01647148469622081
0.10574343389833975,-4.816242688664478,-1.845611852317912,2.4429289933694496,-0.42016764538566304,-3.847047492454672,0.7836248638433488,-6.222462598421568,-0.9689862327841349,-9.503102389521409,6.639404968380444,-0.7419917047207408,-1.5552088691542454,-13.19025911285191,-16.83943563180573,-12.381709404858286,-4.106124593365418,0.5792337586755316,8.03211630292941,3.591389851088371,0.9200428216410429,0.18942990428884843,20.896667439418326,1.4916866300960985,1.9804226752152352,-17.47521591149533,0.07461440247600871,0.9986939029227416,3225.687664015747,1743.352184345112,0.018687122857193234,0.00048610043042874787,0.04194595699436683,0.01647148469622081
0.10574343389833975,-4.816242688664478,-1.845611852317912,2.093397429155064,-0.42016764538566304,-3.841073564863526,0.7836248638433488,-6.222462598421568,-0.9683086245492137,-9.503102389521409,6.639404968380444,-0.7419917047207408,-1.5552088691542454,-13.19025911285191,-17.486152579391117,-12.40626740895559,-4.106124593365418,0.5792337586755316,8.03211630292941,3.591389851088371,0.89025978564169,0.18942990428884843,21.019244445008184,1.4916866300960985,1.9804226752152352,-17.434672735608565,0.07461440247600871,0.9986939029227416,3225.687664015747,1743.352184345112,0.018687122857193234,0.00025460118108346156,0.04092839797590738,0.01647148469622081
0.10574343389833975,-4.816242688664478,-1.845611852317912,2.093397429155064,-0.42150329997116437,-3.841073564863526,0.7836248638433488,-6.222462598421568,-0.9683086245492137,-9.503102389521409,6.639404968380444,-0.7419917047207408,-1.5552088691542454,-13.19025911285191,-17.486152579391117,-12.40626740895559,-4.106124593365418,0.5792337586755316,8.03211630292941,3.591389851088371,0.89025978564169,0.18847123902807011,21.019244445008184,1.4916866300960985,1.9804226752152352,-17.434672735608565,0.07461440247600871,0.9986939029227416,3225.687664015747,1743.352184345112,0.018687122857193234,0.00025460118108346156,0.04092839797590738,0.01647148469622081
0.10534943563204294,-4.816242688664478,-1.845611852317912,2.093397429155064,-0.42150329997116437,-3.841073564863526,0.7836248638433488,-6.222462598421568,-0.9683086245492137,-9.503102389521409,6.162320414242297,-0.7538062284270678,-1.5552088691542454,-13.19025911285191,-17.486152579391117,-12.40626740895559,-4.106124593365418,0.5789390814187428,8.03211630292941,3.591389851088371,0.89025978564169,0.18847123902807011,21.019244445008184,1.4916866300960985,1.9804226752152352,-17.434672735608565,0.07461440247600871,0.9978970739659799,3199.925089377909,1743.352184345112,0.018687122857193234,0.00025460118108346156,0.04092839797590738,0.01647148469622081
0.10595079417330214,-4.815278559492849,-1.845611852317912,1.9918247358126018,-0.42150329997116437,-3.841073564863526,0.7836248638433488,-6.222462598421568,-0.9683086245492137,-9.503102389521409,6.162320414242297,-0.7538062284270678,-1.5543817423493422,-13.166702769277103,-17.486152579391117,-12.40626740895559,-4.106124593365418,0.5793888440967084,8.039801744645215,3.591389851088371,0.8799360520004114,0.18847123902807011,21.019244445008184,1.4916866300960985,1.9804226752152352,-17.434672735608565,0.07461440247600871,0.9978970739659799,3199.925089377909,1744.543091655219,0.019132547998196255,0.00025460118108346156,0.04092839797590738,0.01647148469622081
0.10446534313226297,-4.815233184525146,-1.8381494434149297,1.9918247358126018,-0.42150329997116437,-3.841073564863526,0.7836248638433488,-6.222462598421568,-0.9683086245492137,-9.503398178366476,6.162320414242297,-0.7546577705452061,-1.5543817423493422,-13.166702769277103,-17.486152579391117,-12.40626740895559,-4.106124593365418,0.5782778330759464,8.04016362550194,3.6081357318155933,0.8799360520004114,0.18847123902807011,21.019244445008184,1.4916866300960985,1.9804226752152352,-17.434672735608565,0.07459233727781653,0.9978970739659799,3198.072440786819,1744.543091655219,0.019132547998196255,0.00025460118108346156,0.04092839797590738,0.01647148469622081
